.1666667,.52999997,9.01616
.83333331,.1666667,9.1339903
.1666667,.83333331,9.2028399
.83333331,.1666667,9.271142
1,.83333331,9.0653162
.83333331,1,8.884429
1,.83333331,9.2366095
1,1,9.4207439
1,1,9.6037588
1,1,9.657485
1,1,9.7480259
1,1,9.8201571
1,1,9.9066525
1,1,10.01196
1,.97000003,9.0804443
1,1,9.3214846
1,1,9.4942503
1,1,9.6666145
1,1,9.7269955
1,1,9.8940849
1,1,9.9535017
0,.57999998,6.400949
0,0,6.7430658
0,0,6.6447921
0,0,6.6239691
0,0,6.609796
.1666667,0,6.7193031
.1666667,.1666667,6.5415168
1,1,9.1881313
1,1,9.4045162
1,1,9.5507813
1,1,9.7005463
1,1,9.7375326
1,1,9.8973122
1,1,9.9482317
0,.25,7.0131378
0,0,6.9978819
0,0,6.8879991
0,0,6.9077778
.1666667,0,7.0662241
.83333331,.1666667,6.9077601
.83333331,.83333331,6.9715118
.66666669,.07,6.438499
.1666667,.66666669,6.5058599
.1666667,.1666667,6.581646
0,.1666667,6.639576
.1666667,0,6.71311
.33333331,.1666667,6.7397761
.5,.33333331,6.7700591
.33333331,.36000001,7.8989429
.1666667,.33333331,7.8232021
0,.1666667,7.9801822
.83333331,0,8.0239706
.83333331,.83333331,7.8408961
.83333331,.83333331,7.8022032
1,.83333331,7.868782
.33333331,.61000001,7.9525008
.5,.33333331,8.1942072
.5,.5,8.5497904
.66666669,.5,8.760891
.83333331,.66666669,8.7243443
.83333331,.83333331,8.7351608
.66666669,.83333331,8.8195248
0,.34,7.6615481
0,0,7.7142682
0,0,7.5449772
0,0,7.493813
.1666667,0,7.3500462
.66666669,.1666667,7.231359
.66666669,.66666669,6.9971571
1,1,9.4290018
1,1,9.5540686
1,1,9.7193508
1,1,9.8513756
1,1,9.937892
1,1,10.01457
1,1,10.04093
1,1,9.7818136
1,1,9.9335737
1,1,9.9234438
1,1,10.01333
1,1,10.05375
1,1,10.17087
1,1,10.1079
1,.97000003,8.3186646
0,1,8.475132
.1666667,0,8.3361015
.1666667,.1666667,8.5963602
.83333331,.1666667,8.514451
.83333331,.83333331,8.7238464
.83333331,.83333331,9.0464067
0,.16,6.6431851
0,0,6.7029181
.1666667,0,6.8107319
.1666667,.1666667,6.9742379
0,.1666667,7.2959299
0,0,7.48804
0,0,7.9438248
.1666667,.41,7.5179119
.1666667,.1666667,7.779274
.1666667,.1666667,7.9122901
.1666667,.1666667,7.8348842
